budget,seats,body_type,priority,car_price,family_score,performance_score,city_score,luxury_score,offroad_score,safety_score,efficiency_score,chosen
2890903,7,SUV,city,3800000,10,10,0,10,6,10,0,0
2105549,5,SUV,family,1450000,10,10,0,10,6,10,10,1
3416277,5,Pickup,offroad,2150000,6,6,0,2,4,9,0,0
514257,6,SUV,city,7000000,7,8,0,8,10,10,0,0
2879864,4,Sedan,family,7000000,10,10,8,10,0,10,10,0
4726675,6,SUV,safety,5050000,10,10,0,10,6,10,8,0
2746259,5,SUV,efficiency,1950000,10,10,0,10,2,10,6,0
3011932,5,Hatchback,safety,620000,10,10,10,10,0,10,10,1
3335800,7,Sedan,performance,8200000,10,10,0,10,0,10,3,0
3082723,6,SUV,performance,1750000,10,10,0,10,6,10,0,1
4138347,4,SUV,safety,1595000,10,10,4,10,6,10,10,1
3642554,6,Hatchback,performance,560000,7,4,10,8,0,10,10,0
2571406,4,Off-Road SUV,family,19500000,7,8,0,8,8,10,0,0
4661079,5,MPV,city,1075000,10,10,0,10,4,10,10,0
4062724,6,MPV,efficiency,1205000,10,10,4,10,4,10,10,1
4670092,7,SUV,city,1250000,10,10,3,10,6,10,10,0
525910,5,SUV,family,1035000,6,10,3,6,2,8,10,0
1401804,6,SUV,city,635000,10,10,6,10,6,10,10,0
3839236,7,MPV,safety,545000,3,6,10,0,0,5,10,0
3354387,6,SUV,safety,2700000,10,10,0,10,2,10,0,0
2813281,7,SUV,efficiency,1020000,10,10,0,10,6,10,10,0
4376634,4,Compact SUV,efficiency,5100000,10,10,0,10,0,10,9,0
4660022,6,SUV,performance,10500000,10,10,0,10,10,10,0,0
946649,4,SUV,safety,13900000,10,10,0,10,10,10,0,0
4452830,7,SUV,family,14200000,10,10,0,10,10,10,0,0
2178143,4,Compact SUV,offroad,850000,10,10,10,10,4,10,10,0
766188,4,SUV,offroad,1950000,10,10,0,10,2,10,6,0
4458280,7,Crossover,city,9500000,10,10,0,10,8,10,0,0
1325465,4,Coupe SUV,city,11800000,10,10,0,10,8,10,0,0
2414928,5,SUV,safety,1599000,10,10,0,10,6,10,10,1
2156452,4,Coupe,city,7700000,7,8,0,8,0,10,0,0
4628480,7,Coupe SUV,performance,1850000,10,10,0,10,4,10,0,0
654254,4,Compact Sedan,city,750000,7,10,6,6,0,10,10,0
3932618,6,Compact SUV,efficiency,5600000,7,8,0,6,4,10,0,0
3952814,5,Hatchback,efficiency,695000,10,10,10,10,0,10,10,1
2739729,5,Pickup,city,2150000,6,6,0,2,4,9,0,0
3958711,5,Crossover,offroad,1350000,10,10,0,10,4,10,5,0
1310397,4,SUV,efficiency,10800000,10,10,0,10,10,10,0,0
3515225,4,SUV,performance,6200000,7,6,0,8,2,10,0,0
955457,6,SUV,efficiency,1750000,4,6,0,2,6,1,3,0
978362,4,Pickup,performance,2150000,6,6,0,2,4,9,0,0
4678827,5,SUV,performance,7000000,7,8,0,8,10,10,0,0
3610835,7,SUV,family,5050000,10,10,0,10,6,10,8,0
2136749,5,Hatchback,efficiency,590000,9,10,10,10,0,10,10,1
1761733,6,Sedan,family,6550000,10,10,0,10,0,10,0,0
4267873,7,SUV,city,1300000,10,10,3,10,10,10,10,0
857362,6,Hatchback,performance,730000,10,10,3,10,0,10,10,0
1904446,4,SUV,family,1020000,10,10,0,10,6,10,10,1
2601163,4,SUV,performance,7000000,10,10,0,10,10,10,0,0
561640,7,Sedan,safety,655000,10,10,10,10,0,10,10,0
2500725,6,SUV,performance,10500000,7,8,0,8,10,10,0,0
839912,4,Hatchback,offroad,660000,10,10,10,10,0,10,10,0
4543229,7,Coupe SUV,safety,11800000,10,10,0,10,8,10,0,0
3455561,4,Compact SUV,city,875000,10,10,10,10,4,10,10,1
1242731,6,SUV,efficiency,1650000,10,10,0,10,6,10,10,0
4594332,7,SUV,efficiency,17500000,7,8,0,8,10,10,0,0
1404823,4,Hatchback,performance,4400000,3,8,3,4,0,9,3,0
3381242,6,Hatchback,efficiency,4400000,3,8,3,4,0,9,3,0
4352367,5,Coupe SUV,performance,1100000,10,10,0,10,4,10,10,1
2447105,6,Sedan,offroad,1149000,10,10,0,10,0,10,10,0
3138248,5,Compact Sedan,luxury,1300000,9,8,7,10,0,10,5,1
4465277,4,SUV,city,9200000,7,8,0,8,10,10,0,0
4677685,6,Sedan,city,8500000,7,8,0,8,0,10,0,0
2889501,4,Compact Sedan,luxury,1300000,9,8,7,10,0,10,5,1
2626876,4,SUV,efficiency,2190000,7,8,0,6,6,9,0,0
1731484,7,Sedan,city,1250000,10,10,0,10,0,10,10,0
452366,7,Pickup,city,3550000,10,10,0,8,8,10,0,0
2858323,6,SUV,efficiency,9200000,7,8,0,8,10,10,0,0
1076633,7,Hatchback,safety,575000,10,10,10,10,0,10,10,0
789767,6,Sedan,city,22000000,7,8,0,8,0,10,3,0
2062546,7,SUV,safety,10500000,10,10,0,10,10,10,0,0
4067485,4,Sedan,offroad,4950000,6,8,0,4,0,9,0,0
843924,4,Hatchback,luxury,695000,10,10,10,10,0,10,10,1
4144638,4,Coupe,family,18500000,8,10,0,10,4,10,0,0
4538737,7,Sedan,safety,19000000,10,10,0,10,0,10,0,0
478822,7,Coupe SUV,city,22500000,7,8,0,8,8,10,0,0
3349125,5,SUV,safety,6900000,7,8,0,8,6,10,0,0
937411,4,MPV,family,1205000,10,10,4,10,4,10,10,0
548366,7,Sedan,family,30000000,4,8,0,8,4,10,0,0
422468,5,Hatchback,offroad,750000,6,0,6,10,0,8,0,0
3037289,4,SUV,safety,1020000,10,10,0,10,6,10,10,1
2583395,7,SUV,safety,1950000,10,10,0,10,2,10,6,0
2061962,5,Sedan,family,655000,10,10,10,10,0,10,10,1
3718505,6,SUV,safety,3650000,7,8,0,8,6,9,0,0
4189139,7,SUV,efficiency,3650000,7,8,0,8,6,9,0,0
3534286,5,SUV,city,1020000,5,8,0,4,6,4,9,0
4280590,5,SUV,performance,4400000,7,8,0,8,6,10,0,0
3503364,4,SUV,city,1850000,10,10,0,10,6,10,10,0
1792910,6,Hatchback,offroad,435000,7,0,10,8,4,10,10,0
4824209,6,Crossover,safety,9500000,10,10,0,10,8,10,0,0
2493630,7,Gran Turismo,city,7850000,10,10,0,10,0,10,3,0
2217162,5,Crossover,performance,780000,10,10,10,10,4,10,10,1
4351820,7,SUV,family,10800000,10,10,0,10,10,10,0,0
2564354,5,SUV,family,1020000,10,10,0,10,6,10,10,1
632024,7,Hatchback,efficiency,5600000,3,6,3,4,0,9,0,0
456499,4,Hatchback,efficiency,4600000,3,8,3,4,0,9,3,0
4927287,5,Hatchback,offroad,660000,10,10,10,10,0,10,10,0
3390926,5,SUV,offroad,1020000,10,10,0,10,6,10,10,0
3158822,7,MPV,safety,13500000,10,10,0,10,4,10,6,0
2034794,5,SUV,luxury,9800000,10,10,0,10,10,10,3,0
1503150,5,SUV,luxury,5950000,10,10,0,10,6,10,9,0
1164510,6,SUV,luxury,7000000,7,8,0,8,10,10,0,0
4041599,5,SUV,family,8300000,7,8,0,8,10,10,0,0
2937503,6,SUV,luxury,1020000,10,10,0,10,6,10,10,0
3138522,6,Hatchback,luxury,660000,10,10,10,10,0,10,10,0
2532003,7,SUV,luxury,2700000,10,10,0,10,2,10,0,0
1301771,7,SUV,offroad,8500000,7,6,0,8,6,10,0,0
3038180,5,Sedan,performance,4950000,6,8,0,4,0,9,0,0
4394827,6,Coupe SUV,city,6400000,7,8,0,6,4,10,0,0
3503848,7,SUV,performance,1200000,10,10,0,10,6,10,10,0
4468173,6,SUV,luxury,14500000,7,8,0,8,10,10,0,0
1845737,4,Compact Sedan,city,1300000,9,8,7,10,0,10,5,1
3121542,4,Off-Road SUV,city,1600000,5,6,3,8,8,4,0,0
802054,5,SUV,luxury,6700000,10,10,0,10,10,10,0,0
1297010,4,SUV,efficiency,3750000,10,10,0,10,6,10,9,0
784878,7,SUV,safety,9800000,10,10,0,10,10,10,3,0
1119584,6,SUV,luxury,4400000,7,8,0,8,6,10,0,0
3250985,7,Hatchback,performance,435000,7,0,10,8,4,10,10,0
3510434,6,SUV,luxury,7500000,10,10,0,10,6,10,3,0
1796281,7,SUV,family,1750000,10,10,0,10,6,10,0,0
1768821,6,Coupe SUV,safety,6400000,7,8,0,6,4,10,0,0
3982226,5,SUV,performance,1220000,10,10,0,10,6,10,10,1
1418806,6,Sedan,offroad,8200000,10,10,0,10,0,10,3,0
2679136,5,Sedan,safety,8200000,10,10,0,10,0,10,3,0
3395346,5,SUV,efficiency,1450000,10,10,0,10,6,10,10,1
3177576,6,MPV,efficiency,2100000,10,10,0,10,0,10,3,0
1924418,6,SUV,city,24000000,7,8,0,8,10,10,0,0
4349393,4,Hatchback,luxury,630000,9,10,6,10,4,8,10,1
2622158,4,SUV,safety,2190000,7,8,0,6,6,9,0,1
631637,5,Coupe,luxury,4950000,6,8,0,4,0,9,0,0
3923755,6,SUV,efficiency,5950000,10,10,0,10,6,10,9,0
4410042,6,SUV,safety,9200000,7,8,0,8,10,10,0,0
1937586,6,SUV,performance,810000,10,10,3,10,6,10,10,0
3714402,5,MPV,family,1205000,10,10,4,10,4,10,10,1
4970069,5,Sedan,city,18000000,10,10,0,10,0,10,3,0
4101535,6,SUV,family,6900000,7,8,0,8,6,10,0,0
1943217,7,MPV,city,1075000,10,10,0,10,4,10,10,0
2245721,4,SUV,safety,5950000,10,10,0,10,6,10,9,0
4752189,4,SUV,efficiency,7400000,10,10,0,10,10,10,6,0
2227485,5,MPV,efficiency,3100000,10,8,0,10,0,10,0,0
542088,6,Sedan,luxury,4100000,10,10,0,10,0,10,0,0
1846179,7,SUV,family,3650000,7,8,0,8,6,9,0,0
2116591,4,SUV,efficiency,1120000,10,10,0,10,6,10,10,1
1360718,4,SUV,city,9800000,10,10,0,10,10,10,3,0
2178858,6,SUV,family,1020000,5,8,0,4,6,4,9,0
4236319,7,Coupe,luxury,21000000,10,10,0,10,0,10,0,0
4887907,7,SUV,city,3650000,7,8,0,8,6,9,0,0
1672989,4,Compact Sedan,efficiency,1300000,9,8,7,10,0,10,5,0
3563862,5,MPV,efficiency,890000,10,10,8,10,4,10,10,1
4839498,5,SUV,efficiency,1120000,10,10,0,10,6,10,10,1
2564405,4,Coupe SUV,offroad,22500000,7,8,0,8,8,10,0,0
2195697,6,Coupe SUV,luxury,11800000,10,10,0,10,8,10,0,0
1605503,4,MPV,safety,2100000,10,10,0,10,0,10,3,0
4914417,4,Pickup,city,2850000,10,10,0,10,8,10,0,0
1811888,6,SUV,offroad,1750000,4,6,0,2,6,1,3,0
2592372,4,SUV,offroad,2190000,7,8,0,6,6,9,0,0
3909636,7,Sedan,city,1149000,10,10,0,10,0,10,10,0
3702680,4,Sedan,efficiency,685000,10,10,10,10,0,10,10,1
2722478,6,Coupe SUV,city,5600000,7,8,0,6,4,9,0,0
1971834,4,Hatchback,safety,5600000,3,6,3,4,0,9,0,0
4002118,7,Sedan,offroad,19000000,10,10,0,10,0,10,0,0
1140393,7,SUV,city,1450000,10,10,0,10,6,10,10,0
1255682,7,SUV,offroad,1550000,10,10,0,10,10,10,3,0
1670466,6,Crossover,family,9500000,10,10,0,10,8,10,0,0
1068978,4,MPV,efficiency,2570000,10,10,10,10,4,10,10,0
3843202,4,SUV,city,8500000,7,6,0,8,6,10,0,0
2719353,5,SUV,luxury,3650000,7,8,0,8,6,9,0,0
4502168,7,SUV,efficiency,1750000,4,6,0,2,6,1,3,0
1500310,6,SUV,performance,3500000,10,10,0,10,6,10,0,0
4520476,5,SUV,city,14500000,7,8,0,8,10,10,0,0
4238959,6,SUV,offroad,13900000,10,10,0,10,10,10,0,0
3670513,7,Micro SUV,family,645000,10,10,10,10,4,10,10,0
1108076,6,MPV,city,2570000,10,10,10,10,4,10,10,0
3955713,5,SUV,city,6200000,7,6,0,8,2,10,0,0
2637678,5,SUV,efficiency,1950000,10,10,0,10,2,10,6,0
2440057,6,SUV,efficiency,1599000,10,10,0,10,6,10,10,0
1172399,6,SUV,luxury,7200000,10,10,0,10,10,10,9,0
3144270,4,MPV,performance,13500000,10,10,0,10,4,10,6,0
534127,7,SUV,efficiency,3100000,10,10,0,10,6,10,10,0
2504197,5,SUV,city,1020000,10,10,0,10,6,10,10,0
2494372,5,SUV,performance,1550000,10,10,0,10,10,10,3,1
4116958,5,SUV,offroad,13900000,10,10,0,10,10,10,0,0
1899647,5,SUV,city,7150000,7,8,0,8,10,10,0,0
3635918,4,SUV,city,3850000,10,10,0,10,6,10,0,0
4142347,5,Sedan,safety,7000000,10,10,8,10,0,10,10,0
3112694,6,Coupe SUV,offroad,15500000,7,8,0,8,8,10,0,0
4768774,6,Sedan,luxury,1180000,10,10,0,10,0,10,10,0
4884380,6,SUV,efficiency,1650000,10,10,0,10,6,10,10,1
1193749,5,SUV,safety,810000,10,10,3,10,6,10,10,1
4231574,4,Hatchback,efficiency,695000,10,10,10,10,0,10,10,1
3914445,5,Hatchback,safety,5600000,3,6,3,4,0,9,0,0
538490,7,Hatchback,performance,5600000,3,6,3,4,0,9,0,0
2752288,6,SUV,offroad,9200000,7,8,0,8,10,10,0,0
4742582,6,Convertible,safety,9800000,4,8,0,6,0,10,0,0
3248551,5,Hatchback,efficiency,610000,10,10,6,10,4,10,10,1
2407916,5,Compact SUV,performance,7200000,7,8,0,8,8,10,0,0
2212007,4,Sedan,city,6300000,10,10,0,10,0,10,9,0
1975787,6,Off-Road SUV,city,37500000,7,8,0,8,8,10,0,0
473593,5,Hatchback,city,725000,10,10,10,10,0,10,10,0
903325,5,Micro SUV,city,645000,10,10,10,10,4,10,10,1
3027684,4,SUV,city,17800000,7,8,0,8,10,10,0,0
1310547,4,SUV,efficiency,1750000,4,6,0,2,6,1,3,0
2041045,4,SUV,safety,1035000,6,10,3,6,2,8,10,1
4507987,6,SUV,family,6700000,10,10,0,10,10,10,0,0
2852699,6,Hatchback,city,4400000,3,8,3,4,0,9,3,0
2720232,7,SUV,performance,14200000,10,10,0,10,10,10,0,0
1035690,6,MPV,performance,3850000,10,10,0,10,4,10,6,0
4587292,7,MPV,offroad,3100000,10,8,0,10,0,10,0,0
1575780,6,Hatchback,family,560000,7,4,10,8,0,10,10,0
1530270,6,Coupe SUV,family,22500000,7,8,0,8,8,10,0,0
1711909,5,SUV,safety,14000000,10,10,0,10,10,10,5,0
955470,5,SUV,offroad,9200000,10,10,0,10,10,10,0,0
2360706,4,MPV,luxury,1205000,10,10,4,10,4,10,10,1
3360337,7,SUV,offroad,3850000,10,10,0,10,6,10,0,0
3334743,4,Sedan,efficiency,17500000,10,10,0,10,0,10,0,0
4241733,4,SUV,performance,7000000,7,8,0,8,10,10,0,0
4711316,6,Hatchback,luxury,620000,10,10,10,10,0,10,10,0
4068766,4,SUV,city,820000,10,10,3,10,6,10,10,0
424187,4,Crossover,family,4750000,7,8,0,8,0,10,0,0
1487068,4,SUV,city,27500000,7,8,0,8,10,10,0,0
886394,5,SUV,efficiency,9200000,10,10,0,10,10,10,0,0
3580620,4,SUV,luxury,14200000,10,10,0,10,10,10,0,0
2109275,6,SUV,city,1550000,10,10,0,10,10,10,3,0
2030318,4,Sedan,family,7000000,10,10,8,10,0,10,10,0
3771795,4,MPV,family,1205000,10,10,4,10,4,10,10,1
2018555,4,SUV,offroad,20000000,7,8,0,8,10,10,0,0
2051569,7,Coupe SUV,city,22500000,7,8,0,8,8,10,0,0
3526548,4,Sedan,performance,21500000,7,8,0,8,4,10,0,0
3676794,6,SUV,city,7500000,10,10,0,10,6,10,3,0
1466287,5,SUV,family,5050000,10,10,0,10,6,10,8,0
2971802,4,MPV,offroad,2570000,10,10,10,10,4,10,10,0
1005049,7,Hatchback,efficiency,695000,10,10,10,10,0,10,10,0
4550633,4,SUV,performance,1020000,5,8,0,4,6,4,9,1
1283100,7,Compact SUV,efficiency,625000,10,10,6,10,4,10,10,0
3997602,5,Sedan,performance,5500000,7,8,0,8,0,10,0,0
417190,5,SUV,offroad,6900000,7,8,0,8,6,10,0,0
4766879,5,Off-Road SUV,family,19500000,7,8,0,8,8,10,0,0
791697,4,SUV,city,1599000,10,10,0,10,6,10,10,0
1625109,5,SUV,offroad,14000000,10,10,0,10,10,10,5,0
4945683,7,Off-Road SUV,performance,1600000,5,6,3,8,8,4,0,0
1617700,6,SUV,performance,7200000,10,10,0,10,10,10,9,0
3338729,5,Pickup,safety,2850000,10,10,0,10,8,10,0,1
2843335,7,Hatchback,offroad,560000,7,4,10,8,0,10,10,0
3967265,5,Sedan,efficiency,7400000,7,8,0,6,4,10,0,0
1746846,7,Micro SUV,luxury,630000,10,10,10,10,4,10,10,0
4597566,5,SUV,family,1400000,3,6,0,0,6,1,3,0
4360706,6,MPV,offroad,2570000,10,10,10,10,4,10,10,0
983521,6,Hatchback,offroad,435000,7,0,10,8,4,10,10,0
3991017,7,Hatchback,safety,630000,9,10,6,10,4,8,10,0
3235345,4,SUV,city,1850000,10,10,0,10,6,10,10,0
1929379,6,Sedan,performance,5000000,10,10,0,10,0,10,6,0
872973,7,Sedan,luxury,5500000,7,8,0,8,0,10,0,0
2912146,7,Sedan,city,1220000,10,10,8,10,0,10,10,0
1334762,6,SUV,city,3500000,10,10,0,10,6,10,0,0
2806578,6,SUV,city,3750000,10,10,0,10,6,10,9,0
4080489,5,Sedan,safety,1149000,10,10,0,10,0,10,10,1
4729146,7,Sedan,efficiency,17500000,10,10,0,10,0,10,0,0
4736730,6,Sedan,family,19000000,10,10,0,10,0,10,0,0
446005,4,Sedan,family,4100000,10,10,0,10,0,10,0,0
4703972,6,Coupe SUV,efficiency,950000,10,10,0,10,4,10,10,0
3416136,5,SUV,family,1120000,10,10,0,10,6,10,10,1
693761,6,Sedan,family,6550000,10,10,0,10,0,10,0,0
2516176,4,SUV,safety,28500000,10,10,0,10,10,10,0,0
693887,6,Coupe,family,7700000,7,8,0,8,0,10,0,0
4203122,5,SUV,luxury,13900000,10,10,0,10,10,10,0,0
3508372,4,Sedan,offroad,21500000,7,8,0,8,4,10,0,0
1376838,5,Hatchback,efficiency,4400000,3,8,3,4,0,9,3,0
2580116,4,Crossover,safety,780000,10,10,10,10,4,10,10,1
1405200,7,Hatchback,luxury,750000,6,0,6,10,0,8,0,0
937563,5,SUV,luxury,13900000,10,10,0,10,10,10,0,0
2970262,6,Coupe SUV,safety,5600000,7,8,0,6,4,9,0,0
2949407,5,Sedan,safety,6950000,7,8,0,8,0,10,0,0
1810031,6,SUV,safety,9200000,10,10,0,10,10,10,0,0
2296023,6,Pickup,efficiency,2850000,10,10,0,10,8,10,0,0
4181698,5,Coupe,safety,21000000,10,10,0,10,0,10,0,0
3393403,7,SUV,luxury,3950000,7,8,0,8,6,10,3,0
2738236,7,SUV,efficiency,1550000,10,10,0,10,10,10,3,0
1882005,7,SUV,performance,32500000,4,8,0,8,10,10,0,0
1418386,5,SUV,family,1220000,10,10,0,10,6,10,10,1
917935,5,SUV,safety,1750000,10,10,0,10,6,10,0,0
2333988,4,MPV,offroad,1205000,10,10,4,10,4,10,10,0
4850746,7,Sedan,offroad,1180000,10,10,0,10,0,10,10,0
1538806,4,MPV,city,675000,10,10,6,10,4,10,10,0
4567901,6,Sedan,performance,6300000,10,10,0,10,0,10,9,0
430382,6,SUV,performance,820000,10,10,3,10,6,10,10,0
750491,4,SUV,offroad,2700000,10,10,0,10,2,10,0,0
2379905,5,SUV,efficiency,1595000,10,10,4,10,6,10,10,1
3273343,5,SUV,efficiency,7000000,10,10,0,10,10,10,0,0
4691198,5,SUV,offroad,14000000,10,10,0,10,10,10,0,0
2438814,7,Crossover,family,1350000,10,10,0,10,4,10,5,0
4352806,7,SUV,efficiency,1599000,10,10,0,10,6,10,10,0
1315451,7,Sedan,offroad,19000000,10,10,0,10,0,10,0,0
2695817,5,Coupe,safety,4950000,6,8,0,4,0,9,0,0
3795148,6,Compact SUV,offroad,750000,10,10,3,10,4,10,10,0
3676506,7,Hatchback,luxury,530000,7,4,6,8,4,6,10,0
637607,4,MPV,city,1205000,10,10,4,10,4,10,10,0
2221127,5,SUV,family,1595000,10,10,4,10,6,10,10,1
2885228,5,Sedan,performance,685000,10,10,10,10,0,10,10,1
3256991,5,SUV,efficiency,10500000,10,10,0,10,10,10,0,0
4797195,4,Sedan,family,5000000,10,10,0,10,0,10,6,0
1070455,5,Sedan,performance,18500000,10,10,0,10,0,10,0,0
828074,4,SUV,efficiency,14000000,10,10,0,10,10,10,5,0
1855414,6,Sedan,offroad,19000000,10,10,0,10,0,10,0,0
3353014,4,Off-Road SUV,city,37500000,7,8,0,8,8,10,0,0
3085075,7,Hatchback,performance,725000,10,10,10,10,0,10,10,0
1167863,5,SUV,city,145000000,7,8,0,8,10,10,0,0
4333777,4,Sedan,offroad,17500000,10,10,0,10,0,10,0,0
1115346,4,Sedan,city,685000,10,10,10,10,0,10,10,1
3770678,5,SUV,city,10500000,7,8,0,8,10,10,0,0
1711375,6,SUV,performance,1850000,10,10,0,10,6,10,10,0
1301525,5,Pickup,performance,3550000,10,10,0,8,8,10,0,0
3821816,6,Hatchback,luxury,560000,7,4,10,8,0,10,10,0
4985690,6,Crossover,efficiency,1350000,10,10,0,10,4,10,5,0
4922043,7,Hatchback,performance,410000,4,0,10,2,0,8,10,0
2563118,5,Sedan,safety,6950000,7,8,0,8,0,10,0,0
2752799,7,SUV,offroad,10200000,10,10,0,10,6,10,0,0
2305815,6,SUV,family,3600000,7,8,0,8,10,10,0,0
442525,7,SUV,safety,7200000,10,10,0,10,10,10,9,0
492042,5,SUV,efficiency,20000000,7,8,0,8,10,10,0,0
928245,5,Sedan,performance,8500000,7,8,0,8,0,10,0,0
3370000,7,SUV,luxury,20000000,7,8,0,8,10,10,0,0
3975768,5,Hatchback,luxury,4600000,3,8,3,4,0,9,3,0
2730198,7,SUV,city,1400000,3,6,0,0,6,1,3,0
2743149,6,SUV,offroad,2190000,7,8,0,6,6,9,0,0
4600088,7,Compact Sedan,offroad,1300000,9,8,7,10,0,10,5,0
4255184,7,Crossover,efficiency,770000,10,10,10,10,4,10,10,0
4995774,6,SUV,efficiency,6200000,7,6,0,8,2,10,0,0
4739821,5,Compact SUV,efficiency,7200000,7,8,0,8,8,10,0,0
936238,5,MPV,safety,545000,3,6,10,0,0,5,10,0
4761900,5,SUV,efficiency,9200000,7,8,0,8,10,10,0,0
2260223,4,Sedan,safety,5000000,10,10,0,10,0,10,6,0
3255785,5,Sedan,city,18000000,10,10,0,10,0,10,0,0
2099320,4,Sedan,efficiency,685000,10,10,10,10,0,10,10,1
3322200,4,Hatchback,family,630000,9,10,6,10,4,8,10,1
3006868,5,Coupe SUV,luxury,15500000,7,8,0,8,8,10,0,0
1908086,7,SUV,performance,820000,10,10,3,10,6,10,10,0
2836342,4,SUV,efficiency,1120000,10,10,0,10,6,10,10,1
4044276,4,Hatchback,family,575000,10,10,10,10,0,10,10,1
1065957,7,Sedan,efficiency,685000,10,10,10,10,0,10,10,0
3187939,5,Off-Road SUV,family,1600000,5,6,3,8,8,4,0,0
529698,6,SUV,family,14000000,10,10,0,10,10,10,0,0
3354100,7,SUV,efficiency,145000000,7,8,0,8,10,10,0,0
2704978,4,SUV,offroad,20000000,7,8,0,8,10,10,0,0
1483282,6,Sedan,family,17500000,10,10,0,10,0,10,0,0
3367625,5,Hatchback,family,435000,7,0,10,8,4,10,10,1
3082525,6,SUV,offroad,5950000,10,10,0,10,6,10,9,0
3826365,6,Off-Road SUV,efficiency,37500000,7,8,0,8,8,10,0,0
1965794,5,SUV,offroad,7400000,10,10,0,10,10,10,6,0
2913011,7,SUV,safety,3650000,7,8,0,8,6,9,0,0
1983067,6,SUV,safety,9200000,7,8,0,8,10,10,0,0
2270117,7,Sedan,luxury,8200000,10,10,0,10,0,10,3,0
873877,7,Hatchback,safety,5600000,3,6,3,4,0,9,0,0
3961384,7,Hatchback,offroad,620000,10,10,10,10,0,10,10,0
4362755,7,SUV,city,3500000,10,10,0,10,6,10,0,0
3706413,6,SUV,offroad,14200000,10,10,0,10,10,10,0,0
3172266,4,SUV,family,2150000,10,10,0,10,2,10,0,1
4948708,5,SUV,city,7000000,7,8,0,8,10,10,0,0
3919322,5,SUV,safety,10200000,10,10,0,10,10,10,6,0
4822755,6,Sedan,efficiency,4950000,6,8,0,4,0,9,0,0
2529671,5,Sedan,performance,4950000,6,8,0,4,0,9,0,0
3822989,6,Pickup,efficiency,3550000,10,10,0,8,8,10,0,0
2967377,7,Compact SUV,luxury,625000,10,10,6,10,4,10,10,0
1836342,6,Hatchback,safety,660000,10,10,10,10,0,10,10,0
2605383,5,SUV,family,810000,10,10,3,10,6,10,10,1
3723243,5,SUV,family,145000000,7,8,0,8,10,10,0,0
1070345,7,Sedan,luxury,19000000,10,10,0,10,0,10,0,0
1439936,5,Compact SUV,offroad,1180000,5,0,6,6,0,5,0,0
1327505,5,SUV,performance,2700000,10,10,0,10,2,10,0,0
2796772,5,SUV,offroad,1750000,10,10,0,10,6,10,0,0
4515559,5,Hatchback,offroad,560000,7,4,10,8,0,10,10,0
1792906,6,Hatchback,performance,630000,9,10,6,10,4,8,10,0
4011614,4,Gran Turismo,city,7850000,10,10,0,10,0,10,3,0
4584509,4,Hatchback,luxury,750000,6,0,6,10,0,8,0,1
2775692,7,SUV,offroad,1850000,10,10,0,10,6,10,10,0
3063034,7,Compact SUV,performance,875000,10,10,10,10,4,10,10,0
1913417,4,SUV,safety,28500000,10,10,0,10,10,10,0,0
4775088,4,SUV,family,6200000,7,6,0,8,2,10,0,0
4938506,6,SUV,family,635000,10,10,6,10,6,10,10,0
2679880,5,SUV,luxury,7000000,7,8,0,8,10,10,0,0
4864648,5,SUV,offroad,3650000,7,8,0,8,6,9,0,0
2464393,4,MPV,performance,545000,3,6,10,0,0,5,10,0
562258,7,Hatchback,performance,620000,10,10,10,10,0,10,10,0
4496782,5,Coupe,efficiency,4950000,6,8,0,4,0,9,0,0
2474082,5,Compact SUV,family,4850000,10,10,0,10,4,10,0,0
3899607,7,SUV,safety,10800000,10,10,0,10,10,10,0,0
1959145,7,Hatchback,offroad,660000,10,10,10,10,0,10,10,0
2829666,4,Hatchback,offroad,4600000,3,8,3,4,0,9,3,0
2424479,4,Hatchback,offroad,560000,7,4,10,8,0,10,10,0
4533971,5,Hatchback,city,575000,10,10,10,10,0,10,10,1
666594,4,SUV,safety,1200000,10,10,0,10,6,10,10,0
2235027,7,SUV,safety,1250000,10,10,3,10,6,10,10,0
1786509,4,Off-Road SUV,city,37500000,7,8,0,8,8,10,0,0
3816370,6,Convertible,efficiency,9800000,4,8,0,6,0,10,0,0
4886468,7,Sedan,luxury,685000,10,10,10,10,0,10,10,0
1626986,7,SUV,performance,5600000,7,8,0,6,6,10,0,0
3449988,6,SUV,performance,5600000,7,8,0,6,6,10,0,0
1448161,7,SUV,offroad,3950000,7,8,0,8,6,10,3,0
3778208,5,SUV,safety,820000,10,10,3,10,6,10,10,1
747520,6,SUV,offroad,635000,10,10,6,10,6,10,10,0
2008521,4,Crossover,family,780000,10,10,10,10,4,10,10,1
1360074,7,SUV,efficiency,1100000,10,10,7,10,6,10,10,0
1454971,5,Sedan,performance,4950000,10,10,0,10,0,10,9,0
1532894,4,Convertible,city,9800000,4,8,0,6,0,10,0,0
4259236,4,SUV,family,7400000,10,10,0,10,10,10,6,0
2266574,4,SUV,family,1450000,10,10,0,10,6,10,10,1
2563956,6,Sedan,offroad,5100000,7,8,4,8,0,10,5,0
3636080,7,Compact Sedan,performance,1300000,9,8,7,10,0,10,5,0
2162876,6,SUV,city,5950000,10,10,0,10,6,10,9,0
3132826,4,SUV,efficiency,3750000,10,10,0,10,6,10,9,0
1075367,7,SUV,city,20000000,7,8,0,8,10,10,0,0
1751044,7,SUV,family,13900000,10,10,0,10,10,10,0,0
